country_id,city_id,city_name,attraction_id,attraction_name,attraction_type,short_description,entry_fee,currency,duration,family,months,google_map_ref,rating,reviews,created_at,updated_at
8,,Helsinki,2203,Loyly Sauna,Experience,(Gem) Modern public sauna on the waterfront.,22,EUR,2.5,No,Year-round,Ref,8.8,4500,3/11/2026,
8,23,Rovaniemi,2301,Santa Claus Village,Theme Park,The official residence of Santa Claus.,0,-,4,Yes,Nov-Jan,Ref,8.8,42000,3/11/2026,
8,23,Rovaniemi,2302,Arktikum,Museum,Science center dedicated to Arctic history.,15,EUR,2.5,Yes,Year-round,Ref,4.5,6500,3/11/2026,
8,23,Rovaniemi,2303,Ounasvaara Hill,Nature,(Gem) Best place for hiking and Northern Lights.,0,-,3,Yes,Year-round,Ref,4.6,3800,3/11/2026,
8,24,Porvoo,2401,Porvoo Cathedral,Church,15th-century landmark in the old town.,0,-,1,Yes,Year-round,Ref,4.5,3200,3/11/2026,
8,24,Porvoo,2402,Old Town Streets,Historic,Iconic red wooden warehouses by the river.,0,-,2.5,Yes,Jun-Aug,Ref,4.7,12000,3/11/2026,
8,24,Porvoo,2403,Runeberg's House,Museum,(Gem) Former home of Finland's national poet.,8,EUR,1,Yes,May-Aug,Ref,4.6,1500,3/11/2026,
9,25,Paris,2501,Louvre Museum,Museum,World's largest art museum and home to Mona Lisa.,22,EUR,4.0+,Yes,Year-round,Ref,4.7,280000,3/11/2026,
9,25,Paris,2502,Sacré-Cœur,Basilica,Stunning white church on the hilltop of Montmartre.,0,-,1.5,Yes,Apr-Oct,Ref,4.8,150000,3/11/2026,
9,25,Paris,2503,Sainte-Chapelle,Church,(Gem) Most stunning 13th-century stained glass in the world.,11,EUR,1,Yes,Apr-Oct,Ref,4.8,55000,3/11/2026,
9,26,Nice,2601,Promenade des Anglais,Seafront,Famous coastline walk with blue chairs and palms.,0,-,2,Yes,May-Sep,Ref,4.7,78000,3/11/2026,
9,26,Nice,2602,Castle Hill (Colline du Château),Viewpoint,Waterfall and ruins with views of the Baie des Anges.,0,-,2,Yes,May-Sep,Ref,4.8,35000,3/11/2026,
9,26,Nice,2603,Cours Saleya Market,Market,Colorful flower and food market in the old town.,0,-,1.5,Yes,Year-round,Ref,4.6,15000,3/11/2026,
9,27,Lyon,2701,Basilique de Fourvière,Church,Iconic hilltop basilica with stunning city views.,0,-,1.5,Yes,Apr-Oct,Ref,4.8,42000,3/11/2026,
9,27,Lyon,2702,Vieux Lyon Traboules,Historic,(Gem) Hidden Renaissance passageways in the old town.,0,-,2,No,Year-round,Ref,4.6,12500,3/11/2026,
9,27,Lyon,2703,Parc de la Tête d'Or,Park,Massive urban park with a free zoo and lake.,0,-,3,Yes,May-Sep,Ref,4.7,55000,3/11/2026,
9,28,Annecy,2801,Lake Annecy,Nature,Europe's cleanest lake with crystal turquoise water.,0,-,4,Yes,Jun-Aug,Ref,4.9,35000,3/11/2026,
9,28,Annecy,2802,Palais de l'Île,Museum,12th-century prison and palace in a canal.,5,EUR,1,Yes,May-Sep,Ref,4.5,15000,3/11/2026,
9,28,Annecy,2803,Gorges du Fier,Nature,(Gem) Narrow river canyon with high walkways.,6,EUR,1.5,Yes,Apr-Oct,Ref,4.6,11000,3/11/2026,
9,29,Colmar,2901,Little Venice,Canal Area,Beautiful half-timbered houses along the river.,0,-,1.5,Yes,Dec/May,Ref,4.8,32000,3/11/2026,
9,29,Colmar,2902,Unterlinden Museum,Museum,Home to the famous Isenheim Altarpiece.,13,EUR,2.5,Yes,Year-round,Ref,4.7,8500,3/11/2026,
9,29,Colmar,2903,Bartholdi Museum,Museum,(Gem) Birthplace of the Statue of Liberty creator.,7,EUR,1,Yes,Year-round,Ref,4.5,3200,3/11/2026,
10,30,Berlin,3001,Brandenburg Gate,Monument,Neoclassical landmark symbolizing German unity.,0,-,0.5,Yes,Year-round,Ref,4.7,145000,3/11/2026,
10,30,Berlin,3002,Reichstag Building,Government,Historic parliament with a modern glass dome.,0,-,2,Yes,Apr-Oct,Ref,4.7,65000,3/11/2026,
10,30,Berlin,3003,Museum Island,Culture,UNESCO site hosting 5 world-class museums.,18,EUR,4,Yes,Year-round,Ref,4.7,55000,3/11/2026,
10,31,Munich,3101,Marienplatz,Square,Central square with the famous Glockenspiel clock.,0,-,1,Yes,Sep-Oct,Ref,4.8,110000,3/11/2026,
10,31,Munich,3102,English Garden,Park,One of the world's largest urban city parks.,0,-,3,Yes,May-Sep,Ref,4.8,95000,3/11/2026,
10,31,Munich,3103,Neuschwanstein Castle,Castle,(Gem) Fairytale castle nearby (2h drive).,15,EUR,4,Yes,May-Oct,Ref,4.6,135000,3/11/2026,
10,32,Hamburg,3201,Miniatur Wunderland,Museum,World's largest model railway exhibition.,20,EUR,4,Yes,Year-round,Ref,4.9,98000,3/11/2026,
10,32,Hamburg,3202,Elbphilharmonie,Landmark,Modern glass concert hall with public plaza.,0,-,1.5,Yes,Year-round,Ref,4.7,75000,3/11/2026,
10,32,Hamburg,3203,International Maritime Museum,Museum,(Gem) Massive naval collection in a historic warehouse.,15,EUR,3,Yes,Year-round,Ref,4.6,12000,3/11/2026,
10,33,Rothenburg,3301,Medieval Crime Museum,Museum,Fascinating look at law and torture in the Middle Ages.,8,EUR,1.5,No,Year-round,Ref,4.6,12000,3/11/2026,
10,33,Rothenburg,3302,Town Walls,Fortification,Fully walkable circuit of the medieval city walls.,0,-,2,Yes,Apr-Oct,Ref,4.8,15000,3/11/2026,
10,33,Rothenburg,3303,Christmas Museum,Museum,(Gem) Käthe Wohlfahrt's year-round Christmas world.,5,EUR,1,Yes,Dec/July,Ref,4.5,8500,3/11/2026,
11,34,Athens,3401,Acropolis,Ancient Ruins,Ancient citadel containing the Parthenon.,20,EUR,3,Yes,Apr-Oct,Ref,4.8,125000,3/11/2026,
11,34,Athens,3402,Plaka District,Historic,Oldest neighborhood with narrow cobbled streets.,0,-,2.5,Yes,Apr-Oct,Ref,4.7,45000,3/11/2026,
11,34,Athens,3403,Panathenaic Stadium,Sport,Only stadium in the world built entirely of marble.,5,EUR,1,Yes,May-Sep,Ref,4.7,32000,3/11/2026,
11,35,Santorini,3501,Red Beach,Beach,Red volcanic sands and high crimson cliffs.,0,-,2,Yes,May-Sep,Ref,4.3,25000,3/11/2026,
11,35,Santorini,3502,Ancient Akrotiri,Ruins,Prehistoric city buried under volcanic ash.,12,EUR,2,Yes,Apr-Oct,Ref,4.7,15000,3/11/2026,
11,35,Santorini,3503,Ammoudi Bay,Nature,(Gem) Hidden harbor with crystal water tavernas.,0,-,2,Yes,May-Oct,Ref,4.8,11000,3/11/2026,
11,36,Meteora,3601,Monastery of Varlaam,Religious,Historic monastery on a giant vertical rock.,3,EUR,1.5,No,May-Oct,Ref,4.9,15000,3/11/2026,
11,36,Meteora,3602,Roussanou Monastery,Religious,Nun-run monastery with peaceful gardens.,3,EUR,1,No,May-Oct,Ref,4.8,8500,3/11/2026,
11,36,Meteora,3603,Adhrakhti Column,Nature,"(Gem) A strange, tall rock needle for hikers.",0,-,2,No,Apr-Sep,Ref,4.7,1200,3/11/2026,
12,37,Budapest,3701,Parliament Building,Landmark,Iconic Gothic Revival building on the Danube.,25,EUR,1.5,Yes,Year-round,Ref,4.8,115000,3/11/2026,
12,37,Budapest,3702,Széchenyi Thermal Bath,Wellness,Largest medicinal bath in Europe with outdoor pools.,28,EUR,4,No,Year-round,Ref,8.8,82000,3/11/2026,
12,37,Budapest,3703,Ruin Bars (Szimpla Kert),Culture,(Gem) Unique bar in an abandoned warehouse.,0,-,2.5,No,Year-round,Ref,4.6,55000,3/11/2026,
12,38,Debrecen,3801,Great Reformed Church,Cathedral,Neoclassical icon of Hungarian Protestantism.,2,EUR,1,Yes,Year-round,Ref,4.7,8500,3/11/2026,
12,38,Debrecen,3802,Déri Museum,Museum,Famous for the Munkácsy Christ Trilogy paintings.,6,EUR,2,Yes,Year-round,Ref,4.8,4500,3/11/2026,
12,38,Debrecen,3803,Hortobágy Puszta,Nature,(Gem) Nearby UNESCO park of herdsmen and birds.,8,EUR,4,Yes,May-Sep,Ref,4.7,12000,3/11/2026,
12,39,Szentendre,3901,Kovács Margit Museum,Art,Unique ceramic museum of a famous sculptor.,4,EUR,1.5,Yes,Year-round,Ref,4.6,2500,3/11/2026,
12,39,Szentendre,3902,Skanzen,Open-Air,Village museum showing Hungarian architecture.,8,EUR,4,Yes,Apr-Oct,Ref,4.7,12000,3/11/2026,
12,39,Szentendre,3903,MicroArt Museum,Art,(Gem) Paintings and art seen through a microscope.,3,EUR,0.5,Yes,Year-round,Ref,4.8,3200,3/11/2026,
13,40,Rome,4001,Colosseum,Ancient Ruins,Largest ancient amphitheater ever built.,18,EUR,3,Yes,Year-round,Ref,4.8,355000,3/11/2026,
13,40,Rome,4002,Trevi Fountain,Monument,Iconic Baroque fountain; toss a coin to return.,0,-,0.5,Yes,Year-round,Ref,4.8,280000,3/11/2026,
13,40,Rome,4003,Pantheon,Temple,Best-preserved ancient Roman temple with dome.,5,EUR,1,Yes,Year-round,Ref,4.8,185000,3/11/2026,
13,41,Florence,4101,Uffizi Gallery,Museum,Top-tier art museum with Renaissance works.,25,EUR,4,No,Apr-Oct,Ref,4.8,75000,3/11/2026,
13,41,Florence,4102,Ponte Vecchio,Bridge,Medieval bridge lined with jewelry shops.,0,-,0.5,Yes,Year-round,Ref,4.7,115000,3/11/2026,
13,41,Florence,4103,Boboli Gardens,Park,(Gem) Elegant 16th-century Italian gardens.,10,EUR,2.5,Yes,May-Sep,Ref,4.5,32000,3/11/2026,
13,42,Venice,4201,St. Mark's Basilica,Church,Opulent Byzantine cathedral on the main square.,3,EUR,1.5,Yes,Apr-Oct,Ref,4.7,110000,3/11/2026,
13,42,Venice,4202,Doge's Palace,Palace,"Venetian Gothic palace, former seat of power.",30,EUR,2.5,Yes,May-Sep,Ref,4.8,65000,3/11/2026,
13,42,Venice,4203,Rialto Bridge,Bridge,The oldest and most famous bridge over the canal.,0,-,0.5,Yes,Year-round,Ref,4.7,155000,3/11/2026,
13,43,Matera,4301,Sassi di Matera,Historic,Ancient cave dwellings carved into limestone.,0,-,4,Yes,May-Oct,Ref,4.9,32000,3/11/2026,
13,43,Matera,4302,Casa Grotta,Museum,Authentic reconstruction of cave-dwelling life.,5,EUR,1,Yes,Apr-Sep,Ref,4.6,12000,3/11/2026,
13,43,Matera,4303,Palombaro Lungo,Engineering,(Gem) Massive underground water cistern.,3,EUR,1,Yes,Year-round,Ref,4.8,8500,3/11/2026,
13,44,Lucca,4401,Guinigi Tower,Tower,Landmark tower with ancient oak trees on top.,6,EUR,1,Yes,May-Sep,Ref,4.7,15000,3/11/2026,
13,44,Lucca,4402,Piazza dell'Anfiteatro,Square,Oval-shaped plaza built on a Roman amphitheater.,0,-,1,Yes,Apr-Oct,Ref,4.6,22000,3/11/2026,
13,44,Lucca,4403,Lucca City Walls,Park,Fully intact Renaissance walls used as a park.,0,-,2.5,Yes,Year-round,Ref,4.8,35000,3/11/2026,
13,43,Matera,4301,Sassi di Matera,Historic,Ancient cave dwellings carved into limestone.,0,-,4,Yes,May-Oct,Ref,4.9,32000,3/11/2026,
13,43,Matera,4302,Palombaro Lungo,Engineering,(Gem) Massive underground cathedral-like cistern.,3,EUR,1,Yes,Year-round,Ref,4.8,8500,3/11/2026,
13,43,Matera,4303,Murgia National Park,Nature,Hiking trails with views of the cave city.,0,-,3,No,Apr-Sep,Ref,4.7,4200,3/11/2026,
14,45,Valletta,4501,St. John's Cathedral,Church,Baroque church housing Caravaggio paintings.,15,EUR,1.5,Yes,Year-round,Ref,4.8,28000,3/11/2026,
14,45,Valletta,4502,Upper Barrakka,Garden,Panoramic gardens with harbor views and cannons.,0,-,1,Yes,Apr-Oct,Ref,4.8,45000,3/11/2026,
14,45,Valletta,4503,Casa Rocca Piccola,Museum,(Gem) 16th-century palace still inhabited.,9,EUR,1.5,Yes,Year-round,Ref,4.7,5200,3/11/2026,
14,46,Sliema,4601,Tigné Point,Viewpoint,Best skyline views of Valletta over the water.,0,-,1,Yes,Year-round,Ref,4.7,15000,3/11/2026,
14,46,Sliema,4602,Independence Garden,Park,Seaside park famous for its local cat population.,0,-,1.5,Yes,May-Oct,Ref,4.5,8500,3/11/2026,
14,46,Sliema,4603,Exiles Beach,Beach,(Gem) Natural rock pools popular with locals.,0,-,3,Yes,Jun-Sep,Ref,4.4,4200,3/11/2026,
14,47,Mdina,4701,St. Paul's Cathedral,Cathedral,Magnificent Baroque architecture and museum.,10,EUR,1.5,Yes,Year-round,Ref,4.7,12000,3/11/2026,
14,47,Mdina,4702,Palazzo Falson,Museum,13th-century palace with historical art items.,10,EUR,2,Yes,Year-round,Ref,4.6,2800,3/11/2026,
14,47,Mdina,4703,Howard Gardens,Park,(Gem) Quiet garden between Mdina and Rabat.,0,-,1,Yes,Apr-Oct,Ref,4.4,5500,3/11/2026,
15,50,Kotor,5001,San Giovanni Castle,Fortress,Steep hike up 1350 steps for the best bay view.,8,EUR,2.5,No,May-Sep,Ref,4.7,18000,3/11/2026,
15,50,Kotor,5002,Our Lady of Rocks,Island,Artificial island with a church in the bay.,0,-,2,Yes,May-Sep,Ref,4.9,15000,3/11/2026,
15,50,Kotor,5003,Perast Old Town,Historic,(Gem) Quiet baroque village near Kotor.,0,-,2,Yes,Jun-Sep,Ref,4.8,12000,3/11/2026,
15,48,Podgorica,4801,Cathedral of Resurrection,Church,Massive Orthodox church with stunning gold icons.,0,-,1,Yes,Year-round,Ref,4.8,5500,3/11/2026,
15,48,Podgorica,4802,Millennium Bridge,Bridge,Modern architectural symbol of the capital.,0,-,0.5,Yes,May-Oct,Ref,4.4,4200,3/11/2026,
15,48,Podgorica,4803,Niagara Falls,Nature,(Gem) Beautiful river waterfall outside the city.,0,-,2,Yes,Apr-Jun,Ref,4.3,3800,3/11/2026,
15,49,Budva,4901,Mogren Beach,Beach,Two scenic beaches linked by a cave tunnel.,0,-,4,Yes,Jun-Aug,Ref,4.6,15000,3/11/2026,
15,49,Budva,4902,Budva Citadel,Fortress,Ancient fortress in the heart of the Old Town.,4,EUR,1.5,Yes,May-Sep,Ref,4.5,8500,3/11/2026,
15,49,Budva,4903,Podmaine Monastery,Religious,(Gem) Quiet Orthodox monastery with murals.,0,-,1,Yes,Year-round,Ref,4.8,1500,3/11/2026,
16,51,Amsterdam,5101,Rijksmuseum,Museum,National museum of arts and Dutch history.,22,EUR,4,Yes,Year-round,Ref,4.8,115000,3/11/2026,
16,51,Amsterdam,5102,Van Gogh Museum,Museum,Largest collection of Vincent van Gogh's work.,20,EUR,2.5,Yes,Year-round,Ref,4.7,95000,3/11/2026,
16,51,Amsterdam,5103,Jordaan District,Historic,Trendy neighborhood with canals and boutiques.,0,-,3,Yes,Apr-Oct,Ref,4.7,45000,3/11/2026,
16,52,Rotterdam,5201,Cube Houses,Architecture,Tilted innovative cube dwellings you can visit.,3,EUR,0.5,Yes,Year-round,Ref,4.4,22000,3/11/2026,
16,52,Rotterdam,5202,Markthal,Market,Arched market with massive indoor food wall.,0,-,1.5,Yes,Year-round,Ref,4.5,55000,3/11/2026,
16,52,Rotterdam,5203,Euromast,Tower,(Gem) Rotating elevator to 185m city views.,11,EUR,1.5,Yes,May-Oct,Ref,4.4,18000,3/11/2026,
16,53,Giethoorn,5301,Whisper Boats,Activity,Electric boat rental to explore car-free canals.,25,EUR,2,Yes,May-Sep,Ref,4.7,35000,3/11/2026,
16,53,Giethoorn,5302,Bovenwijde Lake,Nature,Large lake for sailing and viewing the village.,0,-,2,Yes,Jun-Aug,Ref,4.6,8500,3/11/2026,
16,53,Giethoorn,5303,Schreur Shipyard,Museum,(Gem) Historic yard for building local punters.,5,EUR,1,Yes,May-Sep,Ref,4.7,1200,3/11/2026,
17,55,Ohrid,5501,Church of St. John,Church,Stunning 13th-century church overlooking the lake.,3,EUR,1,Yes,Jun-Sep,Ref,4.9,15000,3/11/2026,
17,55,Ohrid,5502,Samuel's Fortress,Castle,Medieval fortifications with panoramic city views.,2,EUR,1.5,Yes,May-Oct,Ref,4.5,8200,3/11/2026,
17,55,Ohrid,5503,Bay of Bones,Museum,(Gem) Reconstructed prehistoric lake dwelling.,3,EUR,1.5,Yes,Jun-Aug,Ref,4.6,6500,3/11/2026,
17,54,Skopje,5401,Old Bazaar,District,"Ottoman-era shops, mosques, and hammams.",0,-,3,Yes,Apr-Oct,Ref,4.7,25000,3/11/2026,
17,54,Skopje,5402,Matka Canyon,Nature,Breathtaking canyon with boat tours and caves.,0,-,4,Yes,May-Sep,Ref,4.8,32000,3/11/2026,
17,54,Skopje,5403,Mother Teresa House,Museum,(Gem) Memorial to the Nobel Peace Prize winner.,0,-,1,Yes,Year-round,Ref,4.6,11000,3/11/2026,
17,56,Bitola,5601,Heraclea Lyncestis,Ruins,Ancient city founded by Philip II of Macedon.,2,EUR,2.5,Yes,May-Oct,Ref,4.7,6500,3/11/2026,
17,56,Bitola,5602,Širok Sokak,Street,Neoclassical street with consulates and cafes.,0,-,2,Yes,May-Sep,Ref,4.8,15000,3/11/2026,
17,56,Bitola,5603,Yeni Mosque,Religious,(Gem) 16th-century mosque used for exhibitions.,0,-,0.5,Yes,Year-round,Ref,4.4,1200,3/11/2026,
